loan_amount,interest_rate,term_months,annual_income,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,mort_acc,sub_grade,purpose,home_ownership,employment_length,verification_status,default
10000,10.99,36,50000.0,20.4,0.0,0.0,9.0,0.0,59.2,0.0,B4,credit_card,RENT,4 years,Verified,0
8000,10.99,36,49000.0,25.67,0.0,0.0,17.0,0.0,55.9,1.0,B4,debt_consolidation,MORTGAGE,8 years,Verified,0
6000,10.91,36,103000.0,9.12,0.0,0.0,5.0,0.0,62.4,1.0,B4,debt_consolidation,RENT,3 years,Source Verified,1
7725,12.49,36,75000.0,14.64,0.0,2.0,12.0,0.0,79.7,13.0,B4,debt_consolidation,OWN,Unknown,Verified,0
28800,10.9,60,150000.0,8.82,0.0,0.0,11.0,0.0,3.0,0.0,B4,house,RENT,< 1 year,Verified,0
13000,12.35,36,42000.0,20.77,1.0,2.0,12.0,0.0,29.0,0.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
1400,10.64,36,70000.0,6.1,0.0,2.0,4.0,0.0,33.7,0.0,B4,debt_consolidation,RENT,3 years,Source Verified,0
24000,10.99,36,170000.0,14.9,0.0,1.0,13.0,0.0,92.7,6.0,B4,credit_card,OWN,10+ years,Verified,0
15000,11.44,36,110000.0,12.92,0.0,1.0,10.0,0.0,9.8,6.0,B4,home_improvement,MORTGAGE,10+ years,Not Verified,0
4000,10.91,36,25000.0,22.99,0.0,0.0,10.0,4.0,40.1,0.0,B4,debt_consolidation,MORTGAGE,Unknown,Source Verified,0
11000,10.91,36,40000.0,20.2,0.0,0.0,10.0,1.0,21.5,1.0,B4,debt_consolidation,RENT,10+ years,Source Verified,0
25000,10.99,60,118500.0,18.44,0.0,0.0,23.0,0.0,58.0,3.0,B4,debt_consolidation,MORTGAGE,6 years,Verified,0
8000,10.99,36,160000.0,11.18,0.0,1.0,10.0,0.0,21.9,2.0,B4,home_improvement,MORTGAGE,10+ years,Verified,0
5850,11.44,36,35000.0,26.41,0.0,0.0,20.0,0.0,11.1,1.0,B4,major_purchase,OWN,6 years,Not Verified,1
7500,11.44,36,48500.0,19.97,2.0,0.0,12.0,0.0,42.8,2.0,B4,debt_consolidation,MORTGAGE,3 years,Source Verified,0
3000,13.11,36,24000.0,20.09,0.0,0.0,12.0,0.0,33.9,0.0,B4,debt_consolidation,RENT,10+ years,Source Verified,0
7000,11.44,36,47332.0,31.35,0.0,1.0,14.0,1.0,59.5,1.0,B4,debt_consolidation,MORTGAGE,9 years,Source Verified,0
6400,10.99,36,60000.0,9.72,0.0,1.0,12.0,1.0,20.3,1.0,B4,home_improvement,MORTGAGE,8 years,Not Verified,0
4000,10.99,36,75250.0,12.76,0.0,2.0,9.0,0.0,78.8,2.0,B4,credit_card,MORTGAGE,7 years,Not Verified,0
18000,10.99,36,82000.0,22.6,1.0,1.0,9.0,0.0,43.6,3.0,B4,debt_consolidation,MORTGAGE,2 years,Source Verified,0
15350,10.78,36,30720.0,6.02,0.0,0.0,18.0,0.0,26.7,1.0,B4,debt_consolidation,MORTGAGE,1 year,Not Verified,0
25000,11.44,36,125000.0,21.28,0.0,1.0,12.0,0.0,89.7,1.0,B4,debt_consolidation,MORTGAGE,Unknown,Verified,0
8000,13.11,36,51000.0,13.45,1.0,0.0,9.0,0.0,17.2,0.0,B4,debt_consolidation,RENT,10+ years,Verified,0
6800,10.91,36,48000.0,25.43,0.0,1.0,10.0,0.0,74.3,0.0,B4,credit_card,RENT,2 years,Not Verified,0
4200,10.64,36,58000.0,17.38,0.0,0.0,11.0,0.0,11.6,0.0,B4,other,RENT,2 years,Source Verified,0
9600,10.75,36,230000.0,8.33,2.0,3.0,20.0,0.0,21.4,0.0,B4,credit_card,RENT,5 years,Source Verified,0
10000,11.67,36,50000.0,24.32,0.0,1.0,13.0,0.0,74.4,0.0,B4,debt_consolidation,RENT,1 year,Not Verified,0
12000,10.75,60,55000.0,11.32,0.0,0.0,5.0,0.0,59.3,2.0,B4,credit_card,MORTGAGE,10+ years,Not Verified,0
3000,11.49,36,23000.0,21.97,0.0,2.0,9.0,0.0,14.8,0.0,B4,moving,RENT,4 years,Not Verified,0
25000,10.99,36,165000.0,2.41,0.0,1.0,8.0,0.0,14.3,3.0,B4,small_business,OWN,3 years,Verified,0
5000,10.75,36,20500.0,15.46,0.0,1.0,10.0,1.0,47.3,0.0,B4,debt_consolidation,OWN,Unknown,Verified,0
25000,11.67,36,77000.0,24.34,0.0,0.0,7.0,0.0,60.0,0.0,B4,credit_card,RENT,10+ years,Source Verified,0
8000,10.99,36,33800.0,9.48,1.0,1.0,11.0,0.0,39.2,0.0,B4,credit_card,RENT,4 years,Source Verified,0
5000,11.44,36,30000.0,18.72,0.0,1.0,10.0,1.0,24.8,1.0,B4,credit_card,OWN,< 1 year,Source Verified,1
16000,11.44,60,109777.0,11.63,1.0,0.0,7.0,0.0,60.4,2.0,B4,debt_consolidation,OWN,6 years,Verified,0
6400,10.75,36,35000.0,8.71,0.0,0.0,7.0,0.0,18.6,4.0,B4,debt_consolidation,RENT,6 years,Source Verified,1
12000,12.18,36,62851.0,9.03,0.0,0.0,10.0,0.0,31.9,0.0,B4,car,MORTGAGE,8 years,Not Verified,0
21000,10.78,60,85000.0,32.35,0.0,1.0,19.0,0.0,60.0,3.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,0
28000,10.99,36,340000.0,4.08,1.0,1.0,8.0,0.0,21.4,5.0,B4,debt_consolidation,MORTGAGE,6 years,Verified,0
21000,10.78,60,65000.0,16.62,1.0,0.0,8.0,0.0,38.5,3.0,B4,debt_consolidation,RENT,Unknown,Not Verified,0
14350,10.75,60,31200.0,11.58,0.0,0.0,5.0,0.0,53.5,1.0,B4,debt_consolidation,OWN,8 years,Not Verified,0
35000,12.85,36,150000.0,7.54,0.0,0.0,8.0,0.0,59.5,4.0,B4,credit_card,MORTGAGE,3 years,Source Verified,1
18000,10.99,36,55000.0,14.08,0.0,0.0,16.0,0.0,41.4,0.0,B4,debt_consolidation,MORTGAGE,2 years,Source Verified,0
12000,11.44,36,75000.0,16.82,0.0,1.0,8.0,1.0,64.0,0.0,B4,debt_consolidation,OWN,1 year,Not Verified,1
21000,13.11,60,61000.0,19.91,0.0,0.0,13.0,0.0,50.1,4.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,0
5000,11.44,36,60000.0,19.18,1.0,1.0,9.0,0.0,46.1,2.0,B4,other,MORTGAGE,10+ years,Not Verified,0
12000,10.99,60,55000.0,16.76,0.0,0.0,9.0,0.0,55.2,3.0,B4,debt_consolidation,MORTGAGE,< 1 year,Not Verified,0
4200,10.99,36,45000.0,8.61,1.0,0.0,8.0,0.0,29.6,0.0,B4,debt_consolidation,RENT,< 1 year,Not Verified,1
12000,12.49,36,50000.0,12.09,0.0,0.0,11.0,0.0,56.0,2.0,B4,debt_consolidation,MORTGAGE,< 1 year,Source Verified,1
13500,11.44,36,60000.0,12.44,0.0,0.0,5.0,1.0,11.1,5.0,B4,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
21000,10.99,60,75000.0,20.69,0.0,0.0,24.0,0.0,58.8,6.0,B4,debt_consolidation,MORTGAGE,8 years,Not Verified,0
15000,10.91,36,60000.0,27.64,1.0,0.0,18.0,0.0,50.5,3.0,B4,debt_consolidation,MORTGAGE,4 years,Source Verified,0
8500,13.11,36,80000.0,9.84,0.0,1.0,20.0,0.0,38.1,4.0,B4,major_purchase,MORTGAGE,3 years,Not Verified,0
10000,11.44,36,50000.0,17.35,0.0,0.0,10.0,0.0,30.2,0.0,B4,debt_consolidation,RENT,2 years,Not Verified,0
15000,10.99,60,45000.0,11.36,0.0,0.0,6.0,0.0,32.8,2.0,B4,medical,MORTGAGE,10+ years,Not Verified,1
12000,10.78,36,85000.0,24.06,0.0,2.0,18.0,0.0,46.3,4.0,B4,debt_consolidation,MORTGAGE,2 years,Source Verified,0
14000,10.99,60,72000.0,19.95,0.0,1.0,12.0,0.0,44.9,6.0,B4,debt_consolidation,RENT,10+ years,Source Verified,0
8000,10.78,36,46700.0,28.24,0.0,0.0,10.0,8.0,52.0,0.0,B4,other,MORTGAGE,< 1 year,Not Verified,0
25300,11.67,60,63000.0,21.52,0.0,0.0,6.0,0.0,85.5,0.0,B4,credit_card,RENT,7 years,Source Verified,0
4000,11.67,36,65000.0,20.13,0.0,0.0,11.0,0.0,84.5,0.0,B4,debt_consolidation,RENT,5 years,Not Verified,0
6000,10.99,36,50000.0,10.78,0.0,0.0,7.0,0.0,13.9,0.0,B4,credit_card,RENT,3 years,Source Verified,0
30000,12.35,60,69800.0,5.62,0.0,0.0,7.0,0.0,31.3,2.0,B4,debt_consolidation,MORTGAGE,Unknown,Verified,0
12000,11.67,36,48900.0,14.76,0.0,0.0,16.0,1.0,49.4,7.0,B4,debt_consolidation,MORTGAGE,3 years,Source Verified,0
3000,11.44,36,22000.0,1.36,0.0,0.0,6.0,0.0,2.6,0.0,B4,debt_consolidation,RENT,1 year,Not Verified,0
11200,10.99,36,35000.0,29.9,1.0,1.0,9.0,0.0,69.3,2.0,B4,debt_consolidation,RENT,2 years,Not Verified,0
3000,11.8,36,54446.0,38.02,0.0,1.0,8.0,0.0,47.9,1.0,B4,home_improvement,MORTGAGE,Unknown,Not Verified,0
10000,11.44,36,57500.0,22.98,0.0,0.0,14.0,1.0,45.4,3.0,B4,debt_consolidation,MORTGAGE,Unknown,Verified,0
22450,11.55,36,81000.0,35.47,0.0,1.0,14.0,0.0,49.2,1.0,B4,credit_card,MORTGAGE,< 1 year,Source Verified,0
5000,10.91,36,144930.0,8.45,1.0,0.0,7.0,1.0,90.9,4.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
24000,10.64,36,135000.0,29.4,0.0,0.0,14.0,1.0,37.6,2.0,B4,debt_consolidation,OWN,10+ years,Verified,0
15000,11.67,36,89000.0,7.52,2.0,0.0,5.0,0.0,55.6,0.0,B4,debt_consolidation,MORTGAGE,2 years,Verified,0
10000,11.44,36,100000.0,26.26,0.0,0.0,14.0,1.0,74.7,0.0,B4,home_improvement,RENT,10+ years,Not Verified,0
18000,10.75,36,106000.0,24.73,1.0,0.0,10.0,0.0,56.9,5.0,B4,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
30000,10.64,36,115000.0,23.2,0.0,0.0,16.0,0.0,88.1,0.0,B4,debt_consolidation,RENT,5 years,Verified,0
15000,12.49,36,59000.0,20.06,0.0,0.0,14.0,0.0,79.0,1.0,B4,credit_card,MORTGAGE,8 years,Verified,0
15700,10.75,60,60000.0,18.82,0.0,2.0,19.0,1.0,8.3,0.0,B4,debt_consolidation,RENT,5 years,Not Verified,0
5000,10.99,36,59000.0,29.37,0.0,0.0,8.0,1.0,64.1,1.0,B4,other,MORTGAGE,10+ years,Not Verified,0
20000,11.44,36,78000.0,13.17,0.0,0.0,9.0,0.0,92.0,0.0,B4,debt_consolidation,RENT,3 years,Source Verified,0
3825,10.91,36,12000.0,12.3,0.0,1.0,15.0,0.0,13.1,0.0,B4,debt_consolidation,OWN,Unknown,Verified,0
4000,12.49,36,65000.0,20.14,0.0,2.0,20.0,0.0,58.6,3.0,B4,debt_consolidation,MORTGAGE,9 years,Not Verified,0
24000,11.44,60,75000.0,29.74,0.0,0.0,19.0,0.0,27.6,5.0,B4,debt_consolidation,MORTGAGE,7 years,Verified,0
15000,12.35,36,104000.0,11.78,0.0,0.0,9.0,0.0,56.5,0.0,B4,debt_consolidation,RENT,2 years,Not Verified,0
25000,10.99,36,215000.0,6.51,1.0,0.0,8.0,5.0,47.5,2.0,B4,debt_consolidation,RENT,10+ years,Source Verified,0
21000,10.99,36,59000.0,15.87,0.0,0.0,11.0,0.0,31.4,0.0,B4,home_improvement,RENT,10+ years,Source Verified,0
15000,10.78,36,55000.0,25.42,0.0,0.0,9.0,1.0,23.1,2.0,B4,debt_consolidation,RENT,3 years,Verified,0
5000,10.99,36,65000.0,17.5,0.0,0.0,22.0,0.0,44.9,1.0,B4,debt_consolidation,MORTGAGE,9 years,Source Verified,0
10000,10.99,36,42700.0,11.69,0.0,0.0,4.0,0.0,95.7,1.0,B4,debt_consolidation,RENT,7 years,Source Verified,0
15000,10.75,36,55000.0,13.72,0.0,0.0,12.0,0.0,71.3,2.0,B4,debt_consolidation,OWN,10+ years,Source Verified,0
12000,11.44,36,50000.0,23.6,0.0,0.0,10.0,5.0,49.8,0.0,B4,debt_consolidation,MORTGAGE,< 1 year,Source Verified,0
10000,10.75,36,74000.0,26.87,0.0,0.0,15.0,1.0,48.3,1.0,B4,home_improvement,MORTGAGE,4 years,Not Verified,0
4000,10.99,36,85000.0,13.06,2.0,0.0,6.0,0.0,65.3,5.0,B4,home_improvement,OWN,10+ years,Source Verified,0
27000,10.91,36,44745.0,24.62,0.0,2.0,14.0,1.0,23.0,0.0,B4,debt_consolidation,RENT,2 years,Source Verified,1
18575,10.99,36,75000.0,36.27,0.0,0.0,13.0,0.0,77.3,1.0,B4,debt_consolidation,MORTGAGE,9 years,Not Verified,0
2000,11.67,36,47500.0,26.2,1.0,1.0,13.0,0.0,23.8,0.0,B4,debt_consolidation,RENT,10+ years,Not Verified,0
20000,10.75,60,90000.0,23.8,0.0,0.0,11.0,0.0,28.7,4.0,B4,debt_consolidation,OWN,7 years,Verified,0
24000,10.9,60,112000.0,33.44,0.0,0.0,20.0,0.0,78.0,3.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
6000,10.75,36,68000.0,10.64,0.0,0.0,8.0,0.0,18.7,0.0,B4,debt_consolidation,OWN,5 years,Source Verified,0
16925,13.11,36,250000.0,4.35,1.0,0.0,10.0,0.0,56.0,4.0,B4,home_improvement,MORTGAGE,2 years,Verified,0
8400,13.11,36,65000.0,26.75,0.0,1.0,11.0,0.0,47.5,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
10800,10.78,36,45000.0,26.35,0.0,0.0,7.0,0.0,55.1,0.0,B4,debt_consolidation,RENT,10+ years,Verified,0
20000,10.91,36,146000.0,12.39,2.0,0.0,12.0,0.0,31.1,2.0,B4,debt_consolidation,OWN,1 year,Not Verified,0
10500,11.67,36,105000.0,14.99,0.0,0.0,5.0,0.0,95.1,5.0,B4,credit_card,MORTGAGE,10+ years,Source Verified,0
10000,10.75,36,31000.0,18.58,0.0,0.0,13.0,0.0,57.4,0.0,B4,debt_consolidation,RENT,1 year,Source Verified,0
7800,12.49,36,102000.0,13.06,0.0,2.0,5.0,0.0,78.3,3.0,B4,debt_consolidation,OWN,1 year,Source Verified,0
1500,10.78,36,25000.0,33.46,0.0,0.0,5.0,0.0,69.5,0.0,B4,medical,RENT,10+ years,Not Verified,0
14000,10.9,36,24000.0,20.15,0.0,1.0,9.0,0.0,48.3,0.0,B4,credit_card,RENT,3 years,Verified,0
5225,11.44,36,28000.0,20.19,0.0,0.0,5.0,1.0,65.9,2.0,B4,credit_card,MORTGAGE,3 years,Not Verified,0
4600,13.11,36,37000.0,24.94,0.0,0.0,10.0,0.0,57.6,1.0,B4,credit_card,RENT,1 year,Source Verified,1
12000,11.67,36,62000.0,16.63,3.0,0.0,18.0,1.0,34.6,2.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
23000,12.85,60,68000.0,16.29,0.0,0.0,20.0,0.0,34.8,4.0,B4,debt_consolidation,MORTGAGE,7 years,Verified,0
25600,10.75,60,194000.0,20.66,0.0,1.0,24.0,0.0,20.4,5.0,B4,debt_consolidation,MORTGAGE,2 years,Not Verified,1
26000,11.67,60,85000.0,20.23,0.0,1.0,17.0,0.0,28.5,1.0,B4,debt_consolidation,MORTGAGE,3 years,Source Verified,0
5000,11.44,36,38000.0,14.47,0.0,0.0,7.0,0.0,38.5,0.0,B4,debt_consolidation,MORTGAGE,9 years,Not Verified,0
9600,10.99,36,40000.0,22.47,0.0,0.0,7.0,0.0,55.9,1.0,B4,debt_consolidation,RENT,8 years,Source Verified,0
8000,11.55,36,35000.0,35.19,0.0,0.0,13.0,0.0,69.1,0.0,B4,debt_consolidation,RENT,6 years,Not Verified,0
9525,10.99,36,43500.0,21.16,1.0,0.0,11.0,0.0,65.4,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,0
10000,10.99,36,50000.0,10.73,0.0,0.0,9.0,0.0,64.9,0.0,B4,debt_consolidation,RENT,10+ years,Source Verified,0
20000,11.44,36,80000.0,11.93,0.0,1.0,11.0,0.0,34.5,2.0,B4,debt_consolidation,MORTGAGE,< 1 year,Source Verified,0
20000,11.44,36,82000.0,27.85,0.0,3.0,22.0,0.0,69.9,6.0,B4,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
12000,11.44,36,92000.0,19.93,1.0,0.0,14.0,0.0,50.7,1.0,B4,debt_consolidation,MORTGAGE,2 years,Source Verified,0
5600,10.99,36,140000.0,14.14,3.0,0.0,11.0,0.0,84.6,5.0,B4,other,MORTGAGE,3 years,Verified,0
8000,10.99,36,62000.0,22.34,4.0,1.0,19.0,0.0,62.3,2.0,B4,debt_consolidation,OWN,10+ years,Verified,0
11000,12.85,36,80000.0,15.71,0.0,0.0,5.0,1.0,80.0,2.0,B4,credit_card,MORTGAGE,10+ years,Not Verified,0
14000,13.11,36,100000.0,9.44,0.0,0.0,18.0,0.0,61.6,3.0,B4,debt_consolidation,MORTGAGE,8 years,Not Verified,0
8075,10.99,36,69000.0,39.85,0.0,0.0,9.0,0.0,96.5,2.0,B4,credit_card,MORTGAGE,9 years,Not Verified,0
18000,10.99,36,83000.0,11.52,0.0,1.0,22.0,1.0,48.7,0.0,B4,debt_consolidation,RENT,8 years,Source Verified,0
24000,12.99,60,90000.0,21.36,0.0,0.0,7.0,0.0,90.5,4.0,B4,debt_consolidation,MORTGAGE,3 years,Verified,1
20000,10.99,36,67000.0,20.88,0.0,3.0,20.0,0.0,51.0,4.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,0
20000,12.35,36,117000.0,20.35,0.0,1.0,9.0,0.0,86.5,1.0,B4,credit_card,MORTGAGE,6 years,Verified,0
20000,11.49,60,159000.0,5.61,0.0,1.0,9.0,0.0,8.7,0.0,B4,home_improvement,MORTGAGE,10+ years,Verified,0
16000,10.99,36,91228.0,20.25,0.0,0.0,18.0,0.0,55.5,0.0,B4,credit_card,RENT,5 years,Not Verified,0
5000,10.99,36,24000.0,14.3,0.0,0.0,7.0,0.0,5.2,0.0,B4,debt_consolidation,OWN,10+ years,Source Verified,1
14400,11.44,60,47000.0,5.56,0.0,0.0,8.0,0.0,32.7,0.0,B4,debt_consolidation,RENT,10+ years,Verified,0
5000,10.75,36,72000.0,27.88,0.0,1.0,13.0,2.0,38.4,1.0,B4,debt_consolidation,RENT,2 years,Source Verified,1
24000,10.64,36,60000.0,23.05,1.0,0.0,11.0,0.0,57.7,0.0,B4,debt_consolidation,RENT,< 1 year,Verified,0
6000,10.99,36,160000.0,14.47,0.0,1.0,12.0,7.0,75.7,0.0,B4,debt_consolidation,RENT,10+ years,Source Verified,0
7000,11.67,36,49000.0,17.27,0.0,0.0,18.0,1.0,70.4,1.0,B4,debt_consolidation,MORTGAGE,7 years,Not Verified,0
5000,11.44,36,85000.0,31.47,16.0,1.0,11.0,0.0,25.7,1.0,B4,debt_consolidation,RENT,10+ years,Verified,0
7000,11.44,36,42000.0,24.17,0.0,1.0,16.0,0.0,35.6,0.0,B4,debt_consolidation,RENT,2 years,Not Verified,0
20000,10.91,36,63000.0,5.35,0.0,2.0,11.0,1.0,24.0,1.0,B4,debt_consolidation,RENT,Unknown,Verified,0
14000,11.44,36,30000.0,15.49,0.0,0.0,3.0,0.0,62.1,0.0,B4,credit_card,OWN,10+ years,Not Verified,0
6500,10.91,36,45000.0,20.35,0.0,0.0,13.0,0.0,47.8,0.0,B4,debt_consolidation,RENT,1 year,Not Verified,0
26400,11.44,60,90700.0,16.13,0.0,1.0,26.0,0.0,28.1,2.0,B4,debt_consolidation,MORTGAGE,8 years,Source Verified,1
6500,10.75,36,30000.0,11.56,0.0,0.0,8.0,0.0,92.8,1.0,B4,credit_card,RENT,10+ years,Verified,1
10000,10.64,36,50000.0,21.36,0.0,0.0,13.0,0.0,24.8,0.0,B4,debt_consolidation,OWN,< 1 year,Verified,1
12000,11.44,36,180000.0,16.45,1.0,0.0,16.0,0.0,67.1,5.0,B4,debt_consolidation,MORTGAGE,2 years,Source Verified,0
35000,10.99,60,148000.0,22.46,0.0,0.0,17.0,1.0,57.7,2.0,B4,credit_card,MORTGAGE,4 years,Verified,0
8000,10.99,36,35000.0,18.11,0.0,0.0,5.0,0.0,98.5,3.0,B4,debt_consolidation,MORTGAGE,2 years,Source Verified,1
8000,12.35,36,33360.0,28.85,0.0,1.0,7.0,0.0,40.7,0.0,B4,debt_consolidation,RENT,Unknown,Verified,1
16000,12.35,36,90000.0,15.64,0.0,1.0,6.0,0.0,87.4,0.0,B4,credit_card,RENT,1 year,Not Verified,0
24000,12.35,60,88500.0,1.8,0.0,0.0,9.0,1.0,34.2,1.0,B4,debt_consolidation,MORTGAGE,2 years,Verified,1
12000,10.99,36,75000.0,19.18,0.0,3.0,10.0,1.0,31.8,4.0,B4,home_improvement,MORTGAGE,10+ years,Verified,0
4000,12.18,36,110000.0,11.87,0.0,0.0,9.0,0.0,64.5,0.0,B4,other,RENT,3 years,Not Verified,0
10000,12.85,36,82000.0,9.42,0.0,1.0,14.0,0.0,56.2,1.0,B4,debt_consolidation,RENT,9 years,Not Verified,0
6000,10.78,36,84000.0,8.27,0.0,1.0,7.0,1.0,60.0,1.0,B4,credit_card,RENT,10+ years,Verified,0
12000,12.99,36,40000.0,16.59,0.0,1.0,8.0,0.0,25.8,0.0,B4,credit_card,RENT,3 years,Not Verified,0
7300,10.64,36,48000.0,24.73,1.0,0.0,12.0,2.0,34.0,1.0,B4,credit_card,MORTGAGE,8 years,Not Verified,0
6500,10.99,36,50000.0,30.68,1.0,1.0,13.0,0.0,28.3,2.0,B4,credit_card,MORTGAGE,10+ years,Not Verified,0
18000,10.99,36,110000.0,7.74,0.0,3.0,7.0,1.0,40.2,2.0,B4,debt_consolidation,RENT,6 years,Source Verified,0
12000,12.35,36,52000.0,29.52,0.0,0.0,10.0,0.0,92.9,2.0,B4,debt_consolidation,MORTGAGE,9 years,Source Verified,0
10000,10.99,36,60000.0,15.7,0.0,0.0,8.0,1.0,36.5,0.0,B4,debt_consolidation,RENT,10+ years,Not Verified,0
20000,10.99,36,65000.0,16.67,0.0,0.0,6.0,0.0,72.6,3.0,B4,credit_card,MORTGAGE,10+ years,Source Verified,0
4800,11.67,36,30000.0,21.96,1.0,1.0,23.0,0.0,88.0,1.0,B4,debt_consolidation,RENT,3 years,Not Verified,0
4200,13.11,36,100000.0,22.33,0.0,1.0,10.0,1.0,87.5,2.0,B4,debt_consolidation,MORTGAGE,8 years,Not Verified,0
20000,10.75,36,104700.0,14.8,0.0,1.0,14.0,0.0,81.0,6.0,B4,debt_consolidation,MORTGAGE,10+ years,Source Verified,1
6000,10.99,36,66000.0,19.76,2.0,0.0,15.0,2.0,9.1,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
5000,11.44,36,44500.0,16.77,3.0,0.0,10.0,0.0,49.7,3.0,B4,home_improvement,MORTGAGE,3 years,Not Verified,0
18000,10.99,60,46000.0,17.87,3.0,0.0,9.0,0.0,41.0,3.0,B4,credit_card,MORTGAGE,3 years,Source Verified,0
6500,12.35,36,66000.0,7.18,0.0,1.0,9.0,1.0,70.9,4.0,B4,credit_card,MORTGAGE,10+ years,Source Verified,0
8000,11.44,36,52000.0,19.89,3.0,0.0,12.0,0.0,19.5,1.0,B4,debt_consolidation,OWN,< 1 year,Not Verified,0
6000,10.75,36,72000.0,17.35,0.0,0.0,22.0,0.0,62.7,2.0,B4,moving,RENT,10+ years,Source Verified,0
30000,10.78,36,140000.0,21.3,0.0,0.0,21.0,0.0,61.8,3.0,B4,credit_card,MORTGAGE,7 years,Source Verified,0
2000,11.44,36,65000.0,27.0,2.0,0.0,6.0,0.0,38.8,5.0,B4,home_improvement,RENT,10+ years,Not Verified,0
4200,10.91,36,52000.0,15.05,0.0,1.0,9.0,0.0,68.1,1.0,B4,credit_card,MORTGAGE,2 years,Source Verified,0
26000,10.99,60,127500.0,27.69,0.0,1.0,11.0,0.0,37.8,0.0,B4,debt_consolidation,RENT,10+ years,Not Verified,1
10000,13.11,36,36000.0,9.62,0.0,1.0,9.0,0.0,77.6,0.0,B4,car,OWN,8 years,Source Verified,0
30000,10.75,60,98000.0,23.47,0.0,0.0,12.0,0.0,50.8,5.0,B4,debt_consolidation,RENT,2 years,Source Verified,1
6725,11.67,36,47000.0,8.66,0.0,0.0,10.0,0.0,58.2,1.0,B4,debt_consolidation,MORTGAGE,6 years,Not Verified,0
10000,13.11,36,118000.0,22.96,0.0,1.0,18.0,0.0,76.3,5.0,B4,wedding,MORTGAGE,3 years,Not Verified,0
7500,10.91,36,75000.0,11.18,1.0,1.0,7.0,0.0,38.8,2.0,B4,major_purchase,OWN,10+ years,Not Verified,0
4450,10.99,36,48000.0,15.2,0.0,0.0,13.0,1.0,50.3,0.0,B4,debt_consolidation,RENT,7 years,Source Verified,0
17000,12.49,36,55000.0,23.11,0.0,2.0,12.0,0.0,57.9,4.0,B4,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
40000,10.75,36,107000.0,24.85,0.0,0.0,17.0,0.0,61.4,5.0,B4,debt_consolidation,RENT,10+ years,Verified,1
20000,10.99,36,48000.0,19.65,0.0,3.0,13.0,0.0,0.6,2.0,B4,home_improvement,MORTGAGE,5 years,Verified,0
8000,10.78,36,58000.0,18.85,0.0,0.0,7.0,0.0,67.7,1.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,0
12000,10.75,36,40000.0,29.49,0.0,0.0,6.0,0.0,66.7,0.0,B4,debt_consolidation,RENT,9 years,Verified,1
12000,11.67,36,34000.0,21.99,0.0,0.0,6.0,0.0,67.3,0.0,B4,credit_card,MORTGAGE,< 1 year,Not Verified,0
7500,10.75,36,54000.0,22.33,0.0,0.0,8.0,1.0,27.7,0.0,B4,credit_card,MORTGAGE,10+ years,Verified,0
21000,11.44,36,137000.0,22.34,0.0,4.0,33.0,0.0,74.3,1.0,B4,debt_consolidation,MORTGAGE,9 years,Verified,0
6000,10.75,36,30000.0,11.84,4.0,0.0,4.0,1.0,45.6,0.0,B4,debt_consolidation,RENT,2 years,Source Verified,0
30000,10.75,36,50000.0,34.42,0.0,0.0,15.0,0.0,80.8,2.0,B4,credit_card,RENT,9 years,Source Verified,0
10000,13.11,36,65000.0,16.91,0.0,0.0,7.0,0.0,92.9,2.0,B4,debt_consolidation,MORTGAGE,10+ years,Verified,1
7200,13.11,36,48000.0,10.58,0.0,0.0,6.0,0.0,95.4,0.0,B4,debt_consolidation,RENT,5 years,Not Verified,1
10000,12.35,36,202000.0,14.38,0.0,2.0,20.0,0.0,26.5,4.0,B4,credit_card,RENT,10+ years,Verified,0
4500,11.44,36,23100.0,30.08,0.0,0.0,17.0,0.0,21.4,2.0,B4,credit_card,RENT,4 years,Verified,0
19425,10.75,60,55000.0,10.7,0.0,0.0,8.0,0.0,44.1,2.0,B4,debt_consolidation,MORTGAGE,9 years,Not Verified,0
15000,10.78,36,70000.0,24.17,1.0,0.0,13.0,0.0,38.5,2.0,B4,credit_card,MORTGAGE,8 years,Verified,1
7000,10.99,36,62000.0,1.53,0.0,0.0,6.0,0.0,6.8,5.0,B4,moving,MORTGAGE,1 year,Not Verified,0
3275,13.11,36,37128.0,25.05,0.0,1.0,12.0,0.0,32.7,0.0,B4,credit_card,RENT,< 1 year,Not Verified,0
