loan_id,loan_amount,interest_rate,term_months,grade,purpose,annual_income,dti_ratio,home_ownership,employment_length,default
9624,10000.0,23.1,60,E,home_improvement,45000.0,5.33,OWN,5 years,0
1447,10500.0,13.98,36,C,debt_consolidation,68000.0,25.15,OWN,6 years,1
8873,24000.0,7.89,36,A,home_improvement,150000.0,16.58,OWN,2 years,0
4229,25000.0,15.65,36,D,small_business,65000.0,13.88,MORTGAGE,1 year,0
10697,2500.0,14.99,36,C,car,17990.0,28.62,OWN,1 year,0
7824,16000.0,6.24,36,A,debt_consolidation,90000.0,7.17,OWN,5 years,0
7976,16000.0,7.39,36,A,debt_consolidation,95000.0,21.21,MORTGAGE,10+ years,0
5856,15000.0,12.12,36,B,credit_card,88000.0,27.63,RENT,8 years,0
3370,4000.0,16.99,36,D,debt_consolidation,25000.0,15.46,OWN,Unknown,0
7180,10000.0,12.99,36,B,debt_consolidation,69000.0,30.28,MORTGAGE,6 years,0
7159,10000.0,10.99,36,B,debt_consolidation,35000.0,9.13,MORTGAGE,2 years,0
2208,10000.0,14.46,36,C,credit_card,74000.0,20.6,OWN,10+ years,0
4679,18000.0,13.67,36,B,debt_consolidation,60000.0,30.58,MORTGAGE,6 years,0
9495,10000.0,19.42,36,E,major_purchase,31000.0,13.94,RENT,3 years,1
8242,16000.0,7.26,36,A,debt_consolidation,75000.0,10.35,MORTGAGE,10+ years,0
924,7000.0,12.29,36,C,debt_consolidation,70000.0,28.82,MORTGAGE,3 years,0
1518,35000.0,13.98,36,C,debt_consolidation,165000.0,13.26,OWN,2 years,1
5167,20000.0,9.17,36,B,credit_card,98000.0,3.97,MORTGAGE,Unknown,1
10688,10000.0,13.33,36,C,debt_consolidation,52000.0,15.76,MORTGAGE,< 1 year,0
6155,7200.0,12.49,36,B,debt_consolidation,18000.0,16.99,RENT,2 years,0
6674,6000.0,11.44,36,B,home_improvement,70000.0,10.73,OWN,3 years,1
4801,40000.0,10.49,36,B,debt_consolidation,150000.0,16.02,MORTGAGE,5 years,1
3548,12000.0,15.61,36,D,credit_card,40500.0,14.99,RENT,4 years,0
6695,9500.0,14.09,36,B,home_improvement,36000.0,12.03,OWN,10+ years,0
1138,20000.0,15.05,36,C,debt_consolidation,40000.0,16.68,RENT,Unknown,1
8622,20000.0,5.32,36,A,debt_consolidation,106000.0,18.02,MORTGAGE,10+ years,0
1430,16375.0,15.99,60,C,debt_consolidation,175000.0,7.56,MORTGAGE,Unknown,0
5897,4175.0,8.99,36,B,credit_card,42000.0,20.26,RENT,3 years,0
4545,14000.0,11.53,36,B,other,90000.0,26.81,MORTGAGE,10+ years,0
3583,30225.0,17.14,60,D,debt_consolidation,84000.0,17.22,MORTGAGE,10+ years,1
10606,6000.0,7.35,36,A,credit_card,55000.0,10.23,RENT,2 years,0
8431,28000.0,6.24,36,A,credit_card,140000.0,11.56,OWN,10+ years,0
3888,5000.0,16.29,36,D,other,20000.0,33.07,RENT,10+ years,1
4664,10000.0,10.49,36,B,debt_consolidation,46500.0,8.88,RENT,4 years,0
5483,7800.0,8.24,36,B,credit_card,78000.0,15.92,MORTGAGE,6 years,0
3237,30000.0,18.99,60,D,debt_consolidation,160000.0,14.42,OWN,10+ years,0
8012,6000.0,5.32,36,A,credit_card,115000.0,16.35,MORTGAGE,< 1 year,0
8967,9500.0,8.49,36,A,major_purchase,47300.0,0.28,MORTGAGE,5 years,0
2232,2700.0,15.05,36,C,medical,21000.0,20.51,RENT,Unknown,1
6133,3600.0,10.75,36,B,debt_consolidation,115000.0,13.61,MORTGAGE,3 years,0
5520,20000.0,10.15,36,B,debt_consolidation,140000.0,13.37,RENT,7 years,0
1065,10800.0,14.31,60,C,home_improvement,46800.0,3.0,MORTGAGE,3 years,0
1017,7000.0,13.98,36,C,credit_card,80000.0,17.16,MORTGAGE,10+ years,0
4087,18525.0,16.99,36,D,debt_consolidation,46065.0,21.7,RENT,4 years,0
5680,22000.0,8.67,36,B,credit_card,62000.0,22.45,RENT,7 years,0
11059,16800.0,18.55,60,D,debt_consolidation,48000.0,23.83,RENT,5 years,0
9677,21000.0,19.42,60,E,debt_consolidation,42000.0,18.37,RENT,5 years,0
8744,5000.0,7.99,36,A,major_purchase,29000.0,30.3,OWN,Unknown,0
8558,30000.0,6.99,36,A,debt_consolidation,150000.0,18.98,MORTGAGE,10+ years,0
5170,5000.0,13.67,36,B,debt_consolidation,43000.0,12.86,RENT,1 year,0
9924,18950.0,27.79,60,F,credit_card,80000.0,12.9,RENT,10+ years,1
778,4200.0,13.59,36,C,credit_card,60000.0,20.54,RENT,6 years,0
7008,8000.0,8.24,36,B,home_improvement,90000.0,12.53,MORTGAGE,3 years,0
3287,10000.0,19.42,60,D,debt_consolidation,45000.0,23.04,RENT,10+ years,0
10973,12000.0,14.33,36,C,medical,49000.0,3.84,MORTGAGE,2 years,1
10709,12000.0,13.67,36,B,debt_consolidation,45000.0,19.04,RENT,10+ years,0
6806,27000.0,8.18,36,B,debt_consolidation,160000.0,21.32,MORTGAGE,1 year,0
5546,35000.0,11.47,36,B,debt_consolidation,165000.0,22.29,MORTGAGE,10+ years,1
7317,14000.0,8.9,36,A,debt_consolidation,60000.0,25.14,RENT,10+ years,0
3712,15000.0,18.25,36,D,credit_card,43000.0,20.79,RENT,5 years,0
2420,18000.0,12.29,36,C,debt_consolidation,62000.0,17.11,MORTGAGE,10+ years,0
1680,8000.0,14.07,36,C,credit_card,87000.0,18.48,OWN,4 years,0
4851,14400.0,10.16,36,B,debt_consolidation,58000.0,13.5,MORTGAGE,10+ years,0
6673,24000.0,8.39,36,B,other,90000.0,13.33,MORTGAGE,6 years,0
3036,3000.0,17.99,36,D,moving,150000.0,2.6,RENT,< 1 year,0
4799,12000.0,11.14,36,B,debt_consolidation,140000.0,13.56,MORTGAGE,10+ years,0
8641,22000.0,5.32,36,A,debt_consolidation,72000.0,9.88,MORTGAGE,Unknown,0
9474,10000.0,19.89,60,E,debt_consolidation,30000.0,20.68,RENT,1 year,0
1494,5600.0,12.79,36,C,debt_consolidation,27000.0,18.76,RENT,5 years,0
10920,15000.0,18.06,36,D,debt_consolidation,65000.0,22.91,MORTGAGE,10+ years,0
10261,9600.0,13.67,36,B,credit_card,35000.0,24.27,RENT,< 1 year,0
5376,5600.0,10.99,36,B,credit_card,55000.0,8.24,RENT,< 1 year,0
4812,4000.0,9.17,36,B,debt_consolidation,27000.0,13.92,RENT,3 years,0
6670,35000.0,11.44,60,B,debt_consolidation,79000.0,1.41,OWN,2 years,0
3340,16000.0,18.45,60,D,debt_consolidation,55000.0,20.05,RENT,2 years,1
9798,28000.0,23.13,60,F,debt_consolidation,100000.0,7.3,MORTGAGE,10+ years,0
3522,6000.0,18.45,36,D,debt_consolidation,48000.0,14.73,MORTGAGE,10+ years,0
1762,4000.0,12.74,36,C,debt_consolidation,30000.0,20.4,MORTGAGE,1 year,0
6895,20000.0,11.53,60,B,debt_consolidation,72000.0,14.63,RENT,2 years,0
11000,8825.0,12.59,36,C,other,26000.0,18.47,RENT,5 years,1
2939,12000.0,16.99,60,D,debt_consolidation,40000.0,18.3,RENT,3 years,0
10185,35000.0,17.86,36,D,debt_consolidation,112000.0,30.84,RENT,7 years,0
4805,12000.0,9.16,36,B,credit_card,86000.0,10.35,RENT,3 years,0
9581,25200.0,19.99,60,E,credit_card,60000.0,32.68,MORTGAGE,10+ years,1
6771,8000.0,8.49,36,B,credit_card,80000.0,20.75,MORTGAGE,10+ years,0
7671,12000.0,5.32,36,A,home_improvement,74000.0,20.32,MORTGAGE,10+ years,0
6642,4000.0,9.16,36,B,debt_consolidation,38000.0,29.15,RENT,10+ years,0
9589,15000.0,22.2,60,E,debt_consolidation,84000.0,12.71,MORTGAGE,5 years,0
370,20000.0,12.69,60,C,debt_consolidation,128000.0,12.93,MORTGAGE,5 years,1
6902,5000.0,11.44,36,B,credit_card,27000.0,19.87,RENT,8 years,0
1779,30000.0,13.67,60,C,debt_consolidation,100000.0,19.69,MORTGAGE,< 1 year,0
1962,1800.0,12.99,36,C,debt_consolidation,60000.0,10.22,OWN,< 1 year,0
2504,14000.0,12.29,36,C,credit_card,115000.0,9.77,MORTGAGE,10+ years,0
4163,5000.0,18.99,36,D,medical,40000.0,19.47,RENT,< 1 year,0
8823,8000.0,6.99,36,A,debt_consolidation,152000.0,26.44,MORTGAGE,10+ years,0
8522,24000.0,7.39,36,A,debt_consolidation,100000.0,21.76,RENT,4 years,0
9198,35000.0,18.55,60,E,credit_card,82800.0,19.52,RENT,< 1 year,1
52,15000.0,14.64,60,C,debt_consolidation,52000.0,18.79,MORTGAGE,2 years,0
3557,7200.0,18.55,36,D,small_business,35000.0,10.56,RENT,2 years,0
4361,5000.0,10.42,36,B,debt_consolidation,38000.0,31.52,MORTGAGE,9 years,0
5181,10000.0,9.16,36,B,debt_consolidation,75000.0,8.05,MORTGAGE,10+ years,0
7213,20000.0,11.67,36,B,credit_card,80000.0,6.18,MORTGAGE,3 years,1
856,3000.0,12.29,36,C,home_improvement,110000.0,11.77,OWN,10+ years,0
9090,12500.0,7.89,60,A,debt_consolidation,56000.0,17.1,MORTGAGE,10+ years,0
6764,6500.0,10.9,36,B,debt_consolidation,125000.0,7.01,MORTGAGE,10+ years,0
94,21000.0,16.29,60,C,car,184000.0,13.35,RENT,10+ years,0
6499,18000.0,11.44,36,B,debt_consolidation,98400.0,18.19,MORTGAGE,4 years,0
1078,10000.0,14.08,36,C,debt_consolidation,45000.0,8.24,RENT,4 years,0
9879,14000.0,23.5,60,F,debt_consolidation,72000.0,15.85,MORTGAGE,< 1 year,0
9374,20000.0,25.82,60,E,debt_consolidation,92000.0,17.16,MORTGAGE,10+ years,0
5686,8200.0,9.99,36,B,debt_consolidation,52000.0,11.6,RENT,< 1 year,0
8676,40000.0,5.32,36,A,house,200000.0,1.22,OWN,10+ years,0
10868,30000.0,12.29,36,C,home_improvement,200000.0,27.18,OWN,10+ years,0
5799,6000.0,13.53,36,B,car,55000.0,16.28,MORTGAGE,10+ years,0
5753,3000.0,9.75,36,B,major_purchase,13000.0,1.48,RENT,< 1 year,0
7278,20000.0,6.24,36,A,credit_card,102000.0,3.88,OWN,10+ years,0
1242,35000.0,12.74,36,C,debt_consolidation,250000.0,19.29,MORTGAGE,< 1 year,1
3974,25750.0,16.55,60,D,debt_consolidation,70000.0,22.68,RENT,1 year,1
3142,9025.0,16.99,36,D,credit_card,28400.0,38.25,RENT,3 years,0
987,26500.0,14.07,36,C,other,100000.0,6.06,OWN,2 years,0
3218,10600.0,16.99,36,D,debt_consolidation,46000.0,17.53,RENT,< 1 year,0
1937,23000.0,12.69,60,C,debt_consolidation,71000.0,23.28,RENT,2 years,1
2644,16000.0,14.46,60,C,credit_card,75000.0,28.56,MORTGAGE,6 years,0
4615,6625.0,12.49,36,B,debt_consolidation,130000.0,9.24,MORTGAGE,< 1 year,0
1452,35000.0,13.49,60,C,debt_consolidation,800000.0,5.41,MORTGAGE,2 years,0
6573,24000.0,13.53,36,B,debt_consolidation,135000.0,6.05,RENT,< 1 year,0
10771,24000.0,16.29,60,D,credit_card,48000.0,5.15,OWN,10+ years,1
8972,10800.0,8.19,36,A,credit_card,96000.0,16.89,RENT,5 years,1
3998,6000.0,20.0,36,D,other,45000.0,33.68,RENT,< 1 year,0
5634,15125.0,10.64,36,B,credit_card,42000.0,33.69,MORTGAGE,9 years,1
2932,35000.0,18.06,60,D,home_improvement,57000.0,13.92,MORTGAGE,10+ years,0
1,4000.0,13.99,36,C,home_improvement,67500.0,41.3,OWN,4 years,0
1746,7500.0,13.67,36,C,debt_consolidation,57000.0,23.98,MORTGAGE,4 years,0
8877,20000.0,8.9,36,A,debt_consolidation,85000.0,13.28,MORTGAGE,8 years,0
1472,5625.0,13.49,36,C,debt_consolidation,125000.0,32.48,MORTGAGE,10+ years,0
3250,22875.0,15.61,36,D,debt_consolidation,52000.0,29.37,MORTGAGE,< 1 year,1
8072,4000.0,7.07,36,A,home_improvement,150000.0,16.3,MORTGAGE,1 year,1
2385,24000.0,12.29,36,C,home_improvement,243522.0,29.31,MORTGAGE,7 years,0
2633,6400.0,13.18,36,C,credit_card,50000.0,30.1,MORTGAGE,9 years,0
7377,17475.0,8.9,60,A,debt_consolidation,88560.0,3.6,MORTGAGE,2 years,0
6627,8400.0,12.49,36,B,home_improvement,70000.0,6.81,MORTGAGE,7 years,0
8532,6000.0,6.49,36,A,major_purchase,46000.0,14.66,MORTGAGE,5 years,0
376,15000.0,14.27,60,C,debt_consolidation,95000.0,13.72,MORTGAGE,6 years,0
8951,8400.0,7.62,36,A,debt_consolidation,141000.0,11.0,MORTGAGE,10+ years,0
8685,10000.0,8.39,36,A,other,175000.0,8.12,RENT,2 years,0
6356,18000.0,12.99,36,B,credit_card,55000.0,17.45,MORTGAGE,2 years,0
7959,24000.0,7.89,36,A,home_improvement,92500.0,15.85,MORTGAGE,5 years,0
9646,11375.0,22.15,36,E,small_business,50000.0,35.12,MORTGAGE,3 years,0
5622,10000.0,9.99,36,B,credit_card,26000.0,25.21,OWN,6 years,0
9106,15000.0,5.32,36,A,credit_card,185000.0,4.83,RENT,10+ years,0
1959,10000.0,13.67,60,C,home_improvement,63000.0,14.95,MORTGAGE,3 years,0
2591,15000.0,15.96,36,C,credit_card,60000.0,19.52,OWN,10+ years,0
10387,7500.0,10.99,36,B,other,50000.0,12.03,RENT,4 years,0
1374,12000.0,13.68,36,C,debt_consolidation,120000.0,23.17,MORTGAGE,10+ years,1
9500,20000.0,19.99,60,E,debt_consolidation,48500.0,16.36,RENT,10+ years,1
8603,24000.0,6.49,36,A,other,75000.0,19.92,MORTGAGE,10+ years,1
1924,24925.0,15.1,36,C,debt_consolidation,82000.0,31.35,MORTGAGE,10+ years,0
8201,13200.0,7.49,36,A,car,125000.0,26.11,MORTGAGE,6 years,0
7578,14000.0,7.26,36,A,credit_card,367000.0,18.21,MORTGAGE,10+ years,0
9318,35000.0,21.48,60,E,debt_consolidation,102000.0,30.74,MORTGAGE,< 1 year,0
3653,20000.0,17.99,36,D,debt_consolidation,67000.0,28.64,MORTGAGE,7 years,1
1391,6000.0,12.99,36,C,debt_consolidation,60000.0,15.76,RENT,1 year,1
6003,16500.0,9.71,36,B,credit_card,45000.0,28.8,RENT,2 years,0
5019,14000.0,9.49,36,B,debt_consolidation,100000.0,15.41,MORTGAGE,9 years,0
1561,37025.0,11.99,36,C,debt_consolidation,116000.0,21.51,MORTGAGE,8 years,0
6109,5000.0,9.17,36,B,home_improvement,49000.0,19.1,RENT,10+ years,0
4180,35000.0,17.58,60,D,debt_consolidation,79000.0,21.95,RENT,10+ years,1
8103,35000.0,7.97,36,A,debt_consolidation,35035.0,112.44,MORTGAGE,< 1 year,0
6557,35000.0,9.99,36,B,credit_card,125000.0,19.39,RENT,10+ years,0
10703,15000.0,20.49,60,E,debt_consolidation,110000.0,26.17,MORTGAGE,10+ years,0
2612,4800.0,14.49,36,C,debt_consolidation,70500.0,23.45,RENT,7 years,0
7178,12000.0,10.99,36,B,credit_card,70000.0,14.2,OWN,4 years,0
4275,10000.0,17.77,36,D,credit_card,60000.0,29.12,RENT,4 years,0
1130,7800.0,13.99,36,C,debt_consolidation,23000.0,22.86,RENT,6 years,0
8884,15000.0,8.49,36,A,debt_consolidation,78000.0,16.51,MORTGAGE,4 years,0
7713,10000.0,7.35,36,A,debt_consolidation,90000.0,17.03,MORTGAGE,10+ years,0
7327,6000.0,5.32,36,A,credit_card,100000.0,4.97,MORTGAGE,3 years,0
9852,5500.0,23.43,36,F,moving,75000.0,24.74,RENT,10+ years,0
6712,12000.0,10.15,36,B,credit_card,50000.0,28.18,RENT,10+ years,0
4942,15000.0,12.35,36,B,debt_consolidation,70000.0,23.18,MORTGAGE,10+ years,1
9366,10200.0,20.2,36,E,debt_consolidation,30000.0,39.76,OWN,10+ years,0
5384,35000.0,11.67,36,B,debt_consolidation,145000.0,19.05,RENT,10+ years,1
4758,12000.0,14.09,36,B,credit_card,44000.0,18.16,RENT,2 years,0
6151,14000.0,12.12,36,B,credit_card,60000.0,17.56,RENT,8 years,0
9739,25000.0,18.99,60,E,house,150000.0,7.91,RENT,5 years,0
7860,16000.0,6.03,36,A,debt_consolidation,110000.0,12.93,MORTGAGE,5 years,0
8480,8000.0,6.72,36,A,debt_consolidation,52900.0,25.75,MORTGAGE,10+ years,0
5509,18000.0,10.99,60,B,credit_card,44000.0,25.8,MORTGAGE,2 years,1
9963,35000.0,30.99,60,G,debt_consolidation,84277.0,28.28,MORTGAGE,10+ years,1
4973,8000.0,14.09,36,B,debt_consolidation,53000.0,13.88,MORTGAGE,4 years,0
6723,24000.0,9.17,36,B,credit_card,65000.0,39.49,MORTGAGE,8 years,0
8917,8450.0,7.89,36,A,credit_card,96000.0,3.7,RENT,< 1 year,0
4829,3500.0,9.67,36,B,credit_card,17470.0,6.67,RENT,Unknown,1
5852,35000.0,8.24,36,B,credit_card,200000.0,15.78,MORTGAGE,1 year,0
5969,10000.0,8.24,36,B,debt_consolidation,100000.0,18.37,MORTGAGE,< 1 year,0
5081,12000.0,12.99,60,B,debt_consolidation,46000.0,23.25,MORTGAGE,< 1 year,0
8244,6000.0,8.39,36,A,car,79000.0,10.25,RENT,2 years,1
2922,3600.0,20.0,36,D,other,58000.0,33.6,MORTGAGE,< 1 year,0
2712,18225.0,14.33,60,C,debt_consolidation,47000.0,23.77,OWN,6 years,0
5532,7800.0,10.99,36,B,credit_card,40000.0,21.57,RENT,10+ years,0
7403,15000.0,6.49,36,A,debt_consolidation,117000.0,17.1,MORTGAGE,3 years,0
2910,12000.0,15.61,36,D,credit_card,45000.0,30.12,OWN,9 years,0
9601,12375.0,21.98,60,E,other,35500.0,20.08,MORTGAGE,1 year,1
2509,35000.0,12.59,60,C,home_improvement,165000.0,2.63,RENT,< 1 year,1
9516,5050.0,20.75,36,E,debt_consolidation,24000.0,21.0,MORTGAGE,Unknown,0
7409,7800.0,7.9,36,A,other,120000.0,10.2,MORTGAGE,6 years,0
9780,33000.0,25.57,60,F,major_purchase,150000.0,3.5,MORTGAGE,10+ years,0
909,20000.0,15.59,36,C,debt_consolidation,62500.0,32.35,OWN,4 years,1
8180,35000.0,7.89,36,A,debt_consolidation,160000.0,18.69,MORTGAGE,10+ years,1
158,14400.0,15.31,36,C,medical,48000.0,36.65,RENT,1 year,1
5947,9600.0,10.91,36,B,debt_consolidation,35000.0,20.68,OWN,Unknown,0
4727,30000.0,10.49,60,B,debt_consolidation,90000.0,21.96,MORTGAGE,8 years,0
9931,12650.0,21.99,60,F,debt_consolidation,68466.0,6.63,RENT,8 years,0
53,12000.0,13.59,36,C,credit_card,35360.0,22.66,RENT,1 year,0
3311,14500.0,15.57,36,D,debt_consolidation,48000.0,21.88,RENT,6 years,1
7381,1200.0,8.0,36,A,other,40000.0,7.26,OTHER,< 1 year,0
1750,26575.0,12.99,36,C,credit_card,57800.0,30.19,OWN,4 years,0
6220,15000.0,11.22,36,B,debt_consolidation,45000.0,16.75,MORTGAGE,9 years,0
6087,18000.0,9.8,36,B,debt_consolidation,78000.0,9.69,MORTGAGE,10+ years,0
6262,16000.0,10.99,60,B,debt_consolidation,42000.0,30.06,RENT,10+ years,0
6976,9500.0,12.99,36,B,debt_consolidation,105000.0,16.42,RENT,Unknown,0
144,30000.0,14.98,36,C,debt_consolidation,120000.0,16.19,MORTGAGE,10+ years,0
4955,8000.0,8.49,36,B,debt_consolidation,100000.0,7.91,RENT,3 years,0
2727,20000.0,15.05,60,C,home_improvement,51640.0,23.73,MORTGAGE,1 year,0
3362,6000.0,16.29,36,D,debt_consolidation,28000.0,10.24,MORTGAGE,1 year,0
7679,16000.0,7.35,36,A,debt_consolidation,68000.0,9.67,RENT,6 years,0
544,10000.0,11.99,36,C,debt_consolidation,64500.0,21.75,MORTGAGE,4 years,0
10184,10000.0,7.89,36,A,credit_card,48000.0,17.45,RENT,10+ years,1
3055,28000.0,16.59,60,D,debt_consolidation,60000.0,18.72,RENT,10+ years,0
4183,6400.0,20.0,36,D,debt_consolidation,40000.0,13.47,RENT,10+ years,0
6632,8000.0,9.99,36,B,debt_consolidation,32000.0,7.95,RENT,10+ years,0
6199,7500.0,9.99,36,B,credit_card,77500.0,26.28,RENT,3 years,0
9084,8000.0,6.24,36,A,credit_card,50000.0,25.28,RENT,10+ years,0
4690,25000.0,8.39,60,B,debt_consolidation,74000.0,29.94,MORTGAGE,6 years,1
1143,22000.0,14.85,36,C,credit_card,90000.0,15.69,RENT,3 years,0
2407,3050.0,12.29,36,C,credit_card,50433.0,22.37,RENT,8 years,0
8029,10000.0,6.49,36,A,home_improvement,160000.0,9.53,RENT,10+ years,0
9250,21850.0,18.79,60,E,credit_card,52800.0,20.32,RENT,4 years,0
262,14400.0,12.62,36,C,credit_card,75000.0,17.06,MORTGAGE,< 1 year,0
10011,18875.0,23.43,60,F,debt_consolidation,45000.0,19.04,RENT,Unknown,0
8636,9000.0,8.9,36,A,debt_consolidation,52000.0,13.54,MORTGAGE,10+ years,0
514,25600.0,14.65,36,C,debt_consolidation,60000.0,16.86,MORTGAGE,6 years,0
3504,32750.0,16.99,60,D,debt_consolidation,68250.0,23.93,OWN,7 years,1
6558,9100.0,11.47,36,B,home_improvement,120000.0,6.36,MORTGAGE,8 years,0
2904,11000.0,15.59,60,D,debt_consolidation,25000.0,18.34,MORTGAGE,10+ years,1
6173,18000.0,9.99,60,B,debt_consolidation,80000.0,9.48,MORTGAGE,10+ years,1
6045,18000.0,12.12,36,B,credit_card,54000.0,11.4,OWN,10+ years,0
9811,5750.0,22.99,36,F,house,60000.0,17.54,RENT,10+ years,0
9870,20000.0,20.89,60,F,debt_consolidation,90000.0,16.23,MORTGAGE,10+ years,1
9056,10200.0,5.32,36,A,credit_card,95000.0,12.84,MORTGAGE,10+ years,0
993,25000.0,16.2,60,C,debt_consolidation,72000.0,11.97,MORTGAGE,6 years,0
5820,11000.0,12.12,36,B,debt_consolidation,56000.0,11.79,RENT,5 years,0
4217,1550.0,15.61,36,D,debt_consolidation,33000.0,27.71,MORTGAGE,10+ years,1
2825,9000.0,13.99,36,C,home_improvement,48000.0,23.6,MORTGAGE,3 years,0
1383,12300.0,15.88,36,C,home_improvement,68500.0,17.58,RENT,10+ years,0
3285,17200.0,18.49,36,D,debt_consolidation,41000.0,29.02,RENT,Unknown,1
3363,15825.0,17.57,36,D,debt_consolidation,44000.0,30.52,RENT,5 years,0
4007,10000.0,17.99,60,D,debt_consolidation,45600.0,19.84,MORTGAGE,Unknown,1
5855,14000.0,13.11,36,B,other,150000.0,7.01,MORTGAGE,10+ years,0
5403,2800.0,8.99,36,B,home_improvement,55000.0,16.39,RENT,10+ years,0
478,6000.0,14.07,36,C,credit_card,60000.0,33.9,RENT,1 year,0
4396,10000.0,9.17,36,B,debt_consolidation,58000.0,25.12,RENT,< 1 year,1
9051,12650.0,7.12,36,A,debt_consolidation,35000.0,15.88,RENT,10+ years,0
4482,16000.0,8.39,36,B,debt_consolidation,42186.0,28.39,OWN,10+ years,0
4959,18000.0,12.49,36,B,debt_consolidation,84000.0,19.76,RENT,10+ years,0
9445,5900.0,21.18,36,E,debt_consolidation,75000.0,4.38,RENT,< 1 year,1
989,30000.0,13.49,36,C,debt_consolidation,70000.0,10.23,MORTGAGE,10+ years,0
9126,16000.0,7.62,36,A,debt_consolidation,200000.0,7.84,MORTGAGE,3 years,0
8597,10000.0,7.89,36,A,major_purchase,100000.0,22.8,MORTGAGE,< 1 year,0
2043,40000.0,14.08,60,C,debt_consolidation,119000.0,20.48,MORTGAGE,4 years,0
6975,18000.0,9.17,36,B,debt_consolidation,110000.0,14.96,MORTGAGE,8 years,0
4867,10000.0,8.49,36,B,debt_consolidation,48048.0,18.08,RENT,2 years,1
7301,19500.0,7.62,36,A,credit_card,111867.37,24.06,MORTGAGE,8 years,0
3196,19000.0,19.05,60,D,debt_consolidation,60000.0,19.96,RENT,1 year,0
3226,21000.0,15.61,36,D,home_improvement,49000.0,5.09,OWN,1 year,0
2799,12700.0,12.99,60,C,debt_consolidation,70674.0,8.49,RENT,9 years,1
4716,16200.0,13.11,60,B,debt_consolidation,42000.0,18.17,MORTGAGE,8 years,1
1697,18250.0,14.98,60,C,debt_consolidation,41000.0,4.98,MORTGAGE,< 1 year,0
5475,18000.0,9.17,36,B,debt_consolidation,70000.0,20.59,RENT,1 year,0
10788,8000.0,20.2,36,D,debt_consolidation,65000.0,21.62,RENT,4 years,1
3383,6725.0,17.09,36,D,major_purchase,28000.0,0.96,MORTGAGE,Unknown,0
3436,16800.0,16.99,60,D,credit_card,122000.0,21.77,MORTGAGE,< 1 year,1
8581,11000.0,5.42,36,A,credit_card,42000.0,9.74,MORTGAGE,10+ years,0
6829,8000.0,11.99,36,B,credit_card,27000.0,16.62,OWN,3 years,0
10990,11000.0,5.32,36,A,debt_consolidation,50000.0,8.83,RENT,1 year,0
457,8500.0,17.27,36,C,debt_consolidation,60500.0,14.58,MORTGAGE,9 years,1
3475,24000.0,17.57,36,D,credit_card,80000.0,32.52,RENT,4 years,0
11032,15000.0,23.99,60,E,debt_consolidation,90000.0,18.77,RENT,4 years,0
5956,2400.0,12.69,36,B,debt_consolidation,45000.0,20.05,MORTGAGE,10+ years,0
6516,8000.0,10.99,36,B,debt_consolidation,60000.0,25.82,RENT,< 1 year,1
8217,24000.0,5.32,36,A,home_improvement,250000.0,8.64,MORTGAGE,10+ years,0
2056,16000.0,12.74,60,C,debt_consolidation,118000.0,20.86,MORTGAGE,8 years,0
4475,5000.0,8.39,36,B,debt_consolidation,48441.0,18.14,MORTGAGE,Unknown,0
10204,12150.0,16.49,36,D,debt_consolidation,65000.0,11.82,RENT,3 years,1
8143,18000.0,6.03,36,A,debt_consolidation,85000.0,17.98,RENT,8 years,0
7033,9525.0,11.99,36,B,debt_consolidation,65000.0,2.68,RENT,2 years,0
155,16000.0,11.99,36,C,credit_card,80000.0,30.91,OWN,10+ years,0
2487,1200.0,13.99,36,C,medical,44500.0,20.98,RENT,6 years,1
3345,4725.0,19.47,36,D,debt_consolidation,30000.0,25.88,RENT,< 1 year,1
9888,32950.0,23.43,60,F,other,121000.0,20.68,RENT,6 years,1
1965,18000.0,13.99,60,C,debt_consolidation,90000.0,4.63,MORTGAGE,< 1 year,1
7165,3000.0,10.75,36,B,debt_consolidation,55000.0,26.23,MORTGAGE,9 years,0
5465,30000.0,10.99,36,B,debt_consolidation,205000.0,13.64,MORTGAGE,5 years,0
4592,6400.0,10.49,36,B,credit_card,54000.0,14.44,MORTGAGE,Unknown,0
7893,17050.0,7.62,36,A,other,90000.0,3.39,MORTGAGE,10+ years,0
1777,20500.0,14.46,36,C,credit_card,44604.55,28.63,MORTGAGE,Unknown,0
2331,8000.0,11.99,36,C,debt_consolidation,78865.44,16.51,MORTGAGE,10+ years,0
4745,28000.0,12.99,36,B,debt_consolidation,83000.0,17.93,MORTGAGE,3 years,1
2905,30000.0,17.86,60,D,debt_consolidation,110500.0,6.73,MORTGAGE,8 years,0
191,5600.0,13.49,36,C,credit_card,120000.0,7.87,MORTGAGE,10+ years,0
2809,2425.0,11.99,36,C,small_business,30000.0,6.6,RENT,2 years,0
236,18000.0,14.31,36,C,debt_consolidation,54000.0,19.69,RENT,2 years,1
2301,21300.0,12.88,36,C,debt_consolidation,65000.0,31.65,OWN,10+ years,0
6692,6000.0,10.75,36,B,debt_consolidation,41000.0,24.94,OWN,10+ years,1
10324,7000.0,12.99,36,C,credit_card,34000.0,20.23,RENT,7 years,0
3270,4475.0,18.24,36,D,debt_consolidation,12500.0,15.08,MORTGAGE,4 years,0
9000,8400.0,8.19,36,A,debt_consolidation,41000.0,17.92,RENT,3 years,0
